Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/01 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;2.40)=,305,2539,2613,2563,305
(-26.30;15.25)=,305,1663,2267,2429,305
(-26.30;28.11)=,305,305,305,305,305
 01/10 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4287,1837,247,247,247
(-26.30;-10.45)=,247,2058,2098,2084,247
(-26.30;2.40)=,247,2058,2119,2079,247
(-26.30;15.25)=,247,1339,1834,1969,247
(-26.30;28.11)=,247,247,247,247,247
 01/10 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2195,932,125,125,125
(-26.30;-10.45)=,125,1044,1064,1058,125
(-26.30;2.40)=,125,1043,1073,1053,125
(-26.30;15.25)=,125,670,926,997,125
(-26.30;28.11)=,125,125,125,125,125
 01/10 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,201,85,11,11,11
(-26.30;-10.45)=,11,95,97,97,11
(-26.30;2.40)=,11,95,98,96,11
(-26.30;15.25)=,11,61,84,91,11
(-26.30;28.11)=,11,11,11,11,11
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/11 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1482,733,109,109,109
(-26.30;-10.45)=,109,847,851,827,109
(-26.30;2.40)=,109,835,859,857,109
(-26.30;15.25)=,109,599,775,803,109
(-26.30;28.11)=,109,109,109,109,109
 01/11 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4989,2687,455,455,455
(-26.30;-10.45)=,455,3354,3156,3011,455
(-26.30;2.40)=,455,3132,3220,3243,455
(-26.30;15.25)=,455,2458,3022,3170,455
(-26.30;28.11)=,455,455,455,455,455
 01/11 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,7672,3981,662,662,662
(-26.30;-10.45)=,662,5081,4584,4448,662
(-26.30;2.40)=,662,4623,4758,4665,662
(-26.30;15.25)=,662,3762,4516,4727,662
(-26.30;28.11)=,662,662,662,662,662
 01/11 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,10065,4561,640,640,640
(-26.30;-10.45)=,640,5200,5229,5141,640
(-26.30;2.40)=,640,5162,5301,5197,640
(-26.30;15.25)=,640,3616,4715,4969,640
(-26.30;28.11)=,640,640,640,640,640
 01/11 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,8417,3706,507,507,507
(-26.30;-10.45)=,507,4157,4239,4188,507
(-26.30;2.40)=,507,4168,4300,4222,507
(-26.30;15.25)=,507,2826,3763,4001,507
(-26.30;28.11)=,507,507,507,507,507
 01/11 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4607,1983,269,269,269
(-26.30;-10.45)=,269,2219,2268,2246,269
(-26.30;2.40)=,269,2222,2294,2254,269
(-26.30;15.25)=,269,1470,1993,2133,269
(-26.30;28.11)=,269,269,269,269,269
 01/11 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,457,194,26,26,26
(-26.30;-10.45)=,26,217,222,221,26
(-26.30;2.40)=,26,218,224,220,26
(-26.30;15.25)=,26,141,194,208,26
(-26.30;28.11)=,26,26,26,26,26
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/12 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2538,1184,167,167,167
(-26.30;-10.45)=,167,1345,1363,1337,167
(-26.30;2.40)=,167,1334,1372,1355,167
(-26.30;15.25)=,167,924,1220,1284,167
(-26.30;28.11)=,167,167,167,167,167
 01/12 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,7180,3838,658,658,658
(-26.30;-10.45)=,658,4888,4492,4296,658
(-26.30;2.40)=,658,4464,4587,4595,658
(-26.30;15.25)=,658,3555,4336,4626,658
(-26.30;28.11)=,658,658,658,658,658
 01/12 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6389,4267,1102,1102,1102
(-26.30;-10.45)=,1102,7956,5046,4712,1102
(-26.30;2.40)=,1102,5284,5428,5361,1102
(-26.30;15.25)=,1102,5830,6317,6693,1102
(-26.30;28.11)=,1102,1102,1102,1102,1102
 01/12 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6815,4549,1183,1183,1183
(-26.30;-10.45)=,1183,9005,7411,5062,1183
(-26.30;2.40)=,1183,7547,5872,5743,1183
(-26.30;15.25)=,1183,6508,7253,7049,1183
(-26.30;28.11)=,1183,1183,1183,1183,1183
 01/12 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6057,3921,935,935,935
(-26.30;-10.45)=,935,7151,7123,4442,935
(-26.30;2.40)=,935,5898,5111,4981,935
(-26.30;15.25)=,935,4459,5787,5842,935
(-26.30;28.11)=,935,935,935,935,935
 01/12 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4128,2456,458,458,458
(-26.30;-10.45)=,458,3372,3454,2849,458
(-26.30;2.40)=,458,2952,3197,3120,458
(-26.30;15.25)=,458,2233,3004,3140,458
(-26.30;28.11)=,458,458,458,458,458
 01/12 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,700,350,54,54,54
(-26.30;-10.45)=,54,407,423,405,54
(-26.30;2.40)=,54,405,433,425,54
(-26.30;15.25)=,54,286,378,401,54
(-26.30;28.11)=,54,54,54,54,54
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/13 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2693,1376,213,213,213
(-26.30;-10.45)=,213,1607,1621,1562,213
(-26.30;2.40)=,213,1583,1645,1643,213
(-26.30;15.25)=,213,1150,1482,1534,213
(-26.30;28.11)=,213,213,213,213,213
 01/13 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6276,3681,728,728,728
(-26.30;-10.45)=,728,5102,4423,4110,728
(-26.30;2.40)=,728,4387,4507,4645,728
(-26.30;15.25)=,728,3721,4452,4779,728
(-26.30;28.11)=,728,728,728,728,728
 01/13 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6366,4282,1149,1149,1149
(-26.30;-10.45)=,1149,8296,5053,4724,1149
(-26.30;2.40)=,1149,5285,5430,5366,1149
(-26.30;15.25)=,1149,6023,6483,6931,1149
(-26.30;28.11)=,1149,1149,1149,1149,1149
 01/13 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6860,4583,1208,1208,1208
(-26.30;-10.45)=,1208,9210,7544,5098,1208
(-26.30;2.40)=,1208,7675,5906,5778,1208
(-26.30;15.25)=,1208,6635,7385,7166,1208
(-26.30;28.11)=,1208,1208,1208,1208,1208
 01/13 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6181,4005,965,965,965
(-26.30;-10.45)=,965,7394,7369,4536,965
(-26.30;2.40)=,965,6062,5215,5083,965
(-26.30;15.25)=,965,4576,5958,6010,965
(-26.30;28.11)=,965,965,965,965,965
 01/13 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4158,2482,467,467,467
(-26.30;-10.45)=,467,3438,3522,2881,467
(-26.30;2.40)=,467,2985,3233,3155,467
(-26.30;15.25)=,467,2260,3053,3190,467
(-26.30;28.11)=,467,467,467,467,467
 01/13 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,753,375,57,57,57
(-26.30;-10.45)=,57,435,452,433,57
(-26.30;2.40)=,57,433,463,454,57
(-26.30;15.25)=,57,305,404,428,57
(-26.30;28.11)=,57,57,57,57,57
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/14 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2844,1451,224,224,224
(-26.30;-10.45)=,224,1695,1710,1647,224
(-26.30;2.40)=,224,1668,1733,1733,224
(-26.30;15.25)=,224,1211,1563,1618,224
(-26.30;28.11)=,224,224,224,224,224
 01/14 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6392,3761,752,752,752
(-26.30;-10.45)=,752,5257,4531,4198,752
(-26.30;2.40)=,752,4484,4607,4761,752
(-26.30;15.25)=,752,3824,4575,4924,752
(-26.30;28.11)=,752,752,752,752,752
 01/14 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6438,4333,1183,1183,1183
(-26.30;-10.45)=,1183,8548,5107,4779,1183
(-26.30;2.40)=,1183,5336,5482,5418,1183
(-26.30;15.25)=,1183,6178,6633,7111,1183
(-26.30;28.11)=,1183,1183,1183,1183,1183
 01/14 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6944,4643,1245,1245,1245
(-26.30;-10.45)=,1245,9511,7747,5162,1245
(-26.30;2.40)=,1245,7872,5969,5840,1245
(-26.30;15.25)=,1245,6823,7581,7343,1245
(-26.30;28.11)=,1245,1245,1245,1245,1245
 01/14 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6318,4097,999,999,999
(-26.30;-10.45)=,999,7668,7648,4639,999
(-26.30;2.40)=,999,6244,5329,5194,999
(-26.30;15.25)=,999,4706,6148,6197,999
(-26.30;28.11)=,999,999,999,999,999
 01/14 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4240,2546,484,484,484
(-26.30;-10.45)=,484,3565,3653,2955,484
(-26.30;2.40)=,484,3061,3318,3237,484
(-26.30;15.25)=,484,2319,3150,3291,484
(-26.30;28.11)=,484,484,484,484,484
 01/14 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,803,399,61,61,61
(-26.30;-10.45)=,61,463,481,461,61
(-26.30;2.40)=,61,461,492,483,61
(-26.30;15.25)=,61,325,430,456,61
(-26.30;28.11)=,61,61,61,61,61
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/15 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2210,1019,145,145,145
(-26.30;-10.45)=,145,1158,1188,1164,145
(-26.30;2.40)=,145,1156,1207,1183,145
(-26.30;15.25)=,145,784,1051,1119,145
(-26.30;28.11)=,145,145,145,145,145
 01/15 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5361,2383,324,324,324
(-26.30;-10.45)=,324,2677,2718,2699,324
(-26.30;2.40)=,324,2678,2754,2696,324
(-26.30;15.25)=,324,1790,2400,2555,324
(-26.30;28.11)=,324,324,324,324,324
 01/15 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,7115,3146,428,428,428
(-26.30;-10.45)=,428,3533,3590,3560,428
(-26.30;2.40)=,428,3536,3638,3564,428
(-26.30;15.25)=,428,2367,3173,3379,428
(-26.30;28.11)=,428,428,428,428,428
 01/15 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6273,2722,368,368,368
(-26.30;-10.45)=,368,3053,3107,3084,368
(-26.30;2.40)=,368,3054,3143,3082,368
(-26.30;15.25)=,368,2012,2730,2921,368
(-26.30;28.11)=,368,368,368,368,368
 01/15 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5136,2206,297,297,297
(-26.30;-10.45)=,297,2472,2519,2501,297
(-26.30;2.40)=,297,2472,2545,2497,297
(-26.30;15.25)=,297,1613,2205,2366,297
(-26.30;28.11)=,297,297,297,297,297
 01/15 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2860,1216,163,163,163
(-26.30;-10.45)=,163,1362,1388,1381,163
(-26.30;2.40)=,163,1361,1401,1375,163
(-26.30;15.25)=,163,877,1210,1302,163
(-26.30;28.11)=,163,163,163,163,163
 01/15 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,392,166,22,22,22
(-26.30;-10.45)=,22,186,189,188,22
(-26.30;2.40)=,22,186,191,187,22
(-26.30;15.25)=,22,119,165,177,22
(-26.30;28.11)=,22,22,22,22,22
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/16 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1284,548,73,73,73
(-26.30;-10.45)=,73,614,626,623,73
(-26.30;2.40)=,73,614,631,619,73
(-26.30;15.25)=,73,394,545,586,73
(-26.30;28.11)=,73,73,73,73,73
 01/16 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,3604,1559,210,210,210
(-26.30;-10.45)=,210,1748,1778,1768,210
(-26.30;2.40)=,210,1747,1796,1760,210
(-26.30;15.25)=,210,1137,1555,1668,210
(-26.30;28.11)=,210,210,210,210,210
 01/16 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5601,2435,329,329,329
(-26.30;-10.45)=,329,2732,2778,2760,329
(-26.30;2.40)=,329,2732,2809,2754,329
(-26.30;15.25)=,329,1795,2439,2610,329
(-26.30;28.11)=,329,329,329,329,329
 01/16 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6308,2734,369,369,369
(-26.30;-10.45)=,369,3067,3122,3098,369
(-26.30;2.40)=,369,3068,3157,3097,369
(-26.30;15.25)=,369,2019,2742,2935,369
(-26.30;28.11)=,369,369,369,369,369
 01/16 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5352,2300,310,310,310
(-26.30;-10.45)=,310,2577,2626,2608,310
(-26.30;2.40)=,310,2577,2654,2604,310
(-26.30;15.25)=,310,1684,2300,2467,310
(-26.30;28.11)=,310,310,310,310,310
 01/16 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,3046,1295,174,174,174
(-26.30;-10.45)=,174,1450,1479,1470,174
(-26.30;2.40)=,174,1449,1492,1465,174
(-26.30;15.25)=,174,935,1289,1387,174
(-26.30;28.11)=,174,174,174,174,174
 01/16 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,441,187,25,25,25
(-26.30;-10.45)=,25,209,213,212,25
(-26.30;2.40)=,25,209,215,211,25
(-26.30;15.25)=,25,133,185,200,25
(-26.30;28.11)=,25,25,25,25,25
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/17 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1368,584,78,78,78
(-26.30;-10.45)=,78,654,666,663,78
(-26.30;2.40)=,78,653,672,659,78
(-26.30;15.25)=,78,420,580,624,78
(-26.30;28.11)=,78,78,78,78,78
 01/17 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,3797,1645,221,221,221
(-26.30;-10.45)=,221,1845,1876,1866,221
(-26.30;2.40)=,221,1844,1896,1858,221
(-26.30;15.25)=,221,1202,1642,1760,221
(-26.30;28.11)=,221,221,221,221,221
 01/17 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5812,2529,342,342,342
(-26.30;-10.45)=,342,2837,2885,2866,342
(-26.30;2.40)=,342,2837,2918,2861,342
(-26.30;15.25)=,342,1866,2534,2711,342
(-26.30;28.11)=,342,342,342,342,342
 01/17 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,6489,2814,380,380,380
(-26.30;-10.45)=,380,3156,3212,3188,380
(-26.30;2.40)=,380,3157,3249,3187,380
(-26.30;15.25)=,380,2079,2822,3020,380
(-26.30;28.11)=,380,380,380,380,380
 01/17 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5385,2312,311,311,311
(-26.30;-10.45)=,311,2591,2641,2622,311
(-26.30;2.40)=,311,2591,2668,2618,311
(-26.30;15.25)=,311,1691,2312,2480,311
(-26.30;28.11)=,311,311,311,311,311
 01/17 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,3056,1299,174,174,174
(-26.30;-10.45)=,174,1455,1484,1475,174
(-26.30;2.40)=,174,1454,1497,1469,174
(-26.30;15.25)=,174,937,1292,1391,174
(-26.30;28.11)=,174,174,174,174,174
 01/17 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,444,188,25,25,25
(-26.30;-10.45)=,25,210,214,213,25
(-26.30;2.40)=,25,210,216,212,25
(-26.30;15.25)=,25,134,186,201,25
(-26.30;28.11)=,25,25,25,25,25
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/18 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1552,666,89,89,89
(-26.30;-10.45)=,89,747,760,757,89
(-26.30;2.40)=,89,746,767,752,89
(-26.30;15.25)=,89,482,663,712,89
(-26.30;28.11)=,89,89,89,89,89
 01/18 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,5290,2339,317,317,317
(-26.30;-10.45)=,317,2626,2667,2649,317
(-26.30;2.40)=,317,2626,2701,2645,317
(-26.30;15.25)=,317,1747,2351,2507,317
(-26.30;28.11)=,317,317,317,317,317
 01/18 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,9590,4324,594,594,594
(-26.30;-10.45)=,594,4862,4935,4883,594
(-26.30;2.40)=,594,4871,5013,4909,594
(-26.30;15.25)=,594,3331,4398,4658,594
(-26.30;28.11)=,594,594,594,594,594
 01/18 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,11726,5280,729,729,729
(-26.30;-10.45)=,729,5941,6037,5956,729
(-26.30;2.40)=,729,5957,6134,6014,729
(-26.30;15.25)=,729,4111,5399,5711,729
(-26.30;28.11)=,729,729,729,729,729
 01/18 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,8980,3936,537,537,537
(-26.30;-10.45)=,537,4415,4501,4452,537
(-26.30;2.40)=,537,4424,4563,4479,537
(-26.30;15.25)=,537,2979,3986,4245,537
(-26.30;28.11)=,537,537,537,537,537
 01/18 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4509,1929,260,260,260
(-26.30;-10.45)=,260,2160,2205,2188,260
(-26.30;2.40)=,260,2161,2228,2188,260
(-26.30;15.25)=,260,1412,1930,2071,260
(-26.30;28.11)=,260,260,260,260,260
 01/18 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,610,259,35,35,35
(-26.30;-10.45)=,35,290,296,294,35
(-26.30;2.40)=,35,289,298,293,35
(-26.30;15.25)=,35,186,257,277,35
(-26.30;28.11)=,35,35,35,35,35
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/19 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2574,1135,154,154,154
(-26.30;-10.45)=,154,1274,1295,1287,154
(-26.30;2.40)=,154,1274,1310,1283,154
(-26.30;15.25)=,154,843,1139,1215,154
(-26.30;28.11)=,154,154,154,154,154
 01/19 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,7369,3345,459,459,459
(-26.30;-10.45)=,459,3761,3814,3781,459
(-26.30;2.40)=,459,3766,3873,3789,459
(-26.30;15.25)=,459,2565,3392,3592,459
(-26.30;28.11)=,459,459,459,459,459
 01/19 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,10937,4987,691,691,691
(-26.30;-10.45)=,691,5629,5691,5626,691
(-26.30;2.40)=,691,5624,5788,5667,691
(-26.30;15.25)=,691,3900,5103,5390,691
(-26.30;28.11)=,691,691,691,691,691
 01/19 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,11926,5371,744,744,744
(-26.30;-10.45)=,744,6067,6153,6059,744
(-26.30;2.40)=,744,6070,6239,6117,744
(-26.30;15.25)=,744,4195,5505,5820,744
(-26.30;28.11)=,744,744,744,744,744
 01/19 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,9180,4023,549,549,549
(-26.30;-10.45)=,549,4514,4602,4550,549
(-26.30;2.40)=,549,4523,4663,4578,549
(-26.30;15.25)=,549,3046,4074,4339,549
(-26.30;28.11)=,549,549,549,549,549
 01/19 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,4693,2008,271,271,271
(-26.30;-10.45)=,271,2248,2295,2278,271
(-26.30;2.40)=,271,2249,2319,2277,271
(-26.30;15.25)=,271,1470,2009,2155,271
(-26.30;28.11)=,271,271,271,271,271
 01/19 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,627,266,36,36,36
(-26.30;-10.45)=,36,298,304,302,36
(-26.30;2.40)=,36,297,306,301,36
(-26.30;15.25)=,36,191,264,284,36
(-26.30;28.11)=,36,36,36,36,36
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/20 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1700,726,97,97,97
(-26.30;-10.45)=,97,813,828,824,97
(-26.30;2.40)=,97,812,836,820,97
(-26.30;15.25)=,97,523,721,776,97
(-26.30;28.11)=,97,97,97,97,97
