Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/01 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
 11/14 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,484,484,484,484,484
(-24.26;-11.27)=,5814,4120,4117,4117,484
(-24.26;1.17)=,484,4113,4152,4138,14350
(-24.26;13.62)=,484,3438,3985,4102,3576
(-24.26;26.06)=,484,484,484,484,484
 11/14 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,374,374,374,374,374
(-24.26;-11.27)=,4561,3194,3193,3195,374
(-24.26;1.17)=,374,3189,3219,3209,11387
(-24.26;13.62)=,374,2651,3087,3180,2708
(-24.26;26.06)=,374,374,374,374,374
 11/14 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,201,201,201,201,201
(-24.26;-11.27)=,2498,1728,1728,1730,201
(-24.26;1.17)=,201,1725,1741,1736,6418
(-24.26;13.62)=,201,1426,1668,1720,1398
(-24.26;26.06)=,201,201,201,201,201
 11/14 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,48,48,48,48,48
(-24.26;-11.27)=,597,410,410,411,48
(-24.26;1.17)=,48,409,413,412,1574
(-24.26;13.62)=,48,337,396,408,320
(-24.26;26.06)=,48,48,48,48,48
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/15 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,99,99,99,99,99
(-24.26;-11.27)=,1235,853,853,854,99
(-24.26;1.17)=,99,851,859,856,3277
(-24.26;13.62)=,99,703,823,849,662
(-24.26;26.06)=,99,99,99,99,99
 11/15 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,231,231,231,231,231
(-24.26;-11.27)=,2781,1968,1966,1968,231
(-24.26;1.17)=,231,1964,1983,1976,7200
(-24.26;13.62)=,231,1636,1902,1959,1586
(-24.26;26.06)=,231,231,231,231,231
 11/15 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,542,542,542,542,542
(-24.26;-11.27)=,6251,4567,4563,4557,542
(-24.26;1.17)=,542,4561,4605,4589,15085
(-24.26;13.62)=,542,3850,4426,4551,4027
(-24.26;26.06)=,542,542,542,542,542
 11/15 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,817,817,817,817,817
(-24.26;-11.27)=,9199,6839,6833,6811,817
(-24.26;1.17)=,817,6834,6899,6874,20598
(-24.26;13.62)=,817,5817,6639,6819,6591
(-24.26;26.06)=,817,817,817,817,817
 11/15 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,912,912,912,912,912
(-24.26;-11.27)=,10291,7637,7634,7595,912
(-24.26;1.17)=,912,7633,7705,7679,21907
(-24.26;13.62)=,912,6498,7414,7614,7725
(-24.26;26.06)=,912,912,912,912,912
 11/15 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,711,711,711,711,711
(-24.26;-11.27)=,8269,5990,5992,5970,711
(-24.26;1.17)=,711,5985,6043,6025,17931
(-24.26;13.62)=,711,5044,5802,5968,5869
(-24.26;26.06)=,711,711,711,711,711
 11/15 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,379,379,379,379,379
(-24.26;-11.27)=,4573,3221,3224,3221,379
(-24.26;1.17)=,379,3217,3249,3240,10539
(-24.26;13.62)=,379,2675,3111,3207,2911
(-24.26;26.06)=,379,379,379,379,379
 11/15 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,83,83,83,83,83
(-24.26;-11.27)=,1032,713,714,714,83
(-24.26;1.17)=,83,712,719,717,2540
(-24.26;13.62)=,83,587,688,710,595
(-24.26;26.06)=,83,83,83,83,83
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/16 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,225,225,225,225,225
(-24.26;-11.27)=,2204,1731,1725,1714,225
(-24.26;1.17)=,225,1752,1767,1787,4823
(-24.26;13.62)=,225,1488,1690,1719,1907
(-24.26;26.06)=,225,225,225,225,225
 11/16 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,687,687,687,687,687
(-24.26;-11.27)=,4494,4348,3848,3748,687
(-24.26;1.17)=,687,4509,4527,4580,6968
(-24.26;13.62)=,687,4023,4355,4333,5774
(-24.26;26.06)=,687,687,687,687,687
 11/16 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1336,1336,1336,1336,1336
(-24.26;-11.27)=,8743,9155,8429,6830,1336
(-24.26;1.17)=,1336,9144,9293,8984,13228
(-24.26;13.62)=,1336,8299,8941,9089,10427
(-24.26;26.06)=,1336,1336,1336,1336,1336
 11/16 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1728,1728,1728,1728,1728
(-24.26;-11.27)=,10867,12075,11957,7432,1728
(-24.26;1.17)=,1728,11994,12201,11743,13809
(-24.26;13.62)=,1728,11135,11699,11861,13190
(-24.26;26.06)=,1728,1728,1728,1728,1728
 11/16 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1666,1666,1666,1666,1666
(-24.26;-11.27)=,11852,12071,11947,7630,1666
(-24.26;1.17)=,1666,11992,12177,11948,12611
(-24.26;13.62)=,1666,11106,11695,11816,12586
(-24.26;26.06)=,1666,1666,1666,1666,1666
 11/16 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1213,1213,1213,1213,1213
(-24.26;-11.27)=,9323,8905,8840,6349,1213
(-24.26;1.17)=,1213,8846,9004,8919,11132
(-24.26;13.62)=,1213,8536,8635,8768,9796
(-24.26;26.06)=,1213,1213,1213,1213,1213
 11/16 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,607,607,607,607,607
(-24.26;-11.27)=,5250,4436,4453,4071,607
(-24.26;1.17)=,607,4426,4673,4645,7981
(-24.26;13.62)=,607,3965,4455,4577,5130
(-24.26;26.06)=,607,607,607,607,607
 11/16 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,122,122,122,122,122
(-24.26;-11.27)=,1349,1002,1009,1003,122
(-24.26;1.17)=,122,1003,1024,1021,2691
(-24.26;13.62)=,122,830,974,1006,985
(-24.26;26.06)=,122,122,122,122,122
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/17 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,190,190,190,190,190
(-24.26;-11.27)=,2159,1577,1584,1578,190
(-24.26;1.17)=,190,1577,1603,1599,4794
(-24.26;13.62)=,190,1308,1530,1579,1447
(-24.26;26.06)=,190,190,190,190,190
 11/17 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,370,370,370,370,370
(-24.26;-11.27)=,4303,3121,3119,3118,370
(-24.26;1.17)=,370,3116,3147,3136,10735
(-24.26;13.62)=,370,2619,3021,3110,2633
(-24.26;26.06)=,370,370,370,370,370
 11/17 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,699,699,699,699,699
(-24.26;-11.27)=,7899,5845,5839,5828,699
(-24.26;1.17)=,699,5843,5900,5878,18494
(-24.26;13.62)=,699,4956,5673,5831,5298
(-24.26;26.06)=,699,699,699,699,699
 11/17 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,877,877,877,877,877
(-24.26;-11.27)=,9861,7292,7285,7265,877
(-24.26;1.17)=,877,7314,7384,7353,22104
(-24.26;13.62)=,877,6222,7105,7296,6957
(-24.26;26.06)=,877,877,877,877,877
 11/17 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,866,866,866,866,866
(-24.26;-11.27)=,9904,7228,7225,7205,866
(-24.26;1.17)=,866,7248,7318,7290,21812
(-24.26;13.62)=,866,6145,7036,7230,6998
(-24.26;26.06)=,866,866,866,866,866
 11/17 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,662,662,662,662,662
(-24.26;-11.27)=,7806,5590,5588,5578,662
(-24.26;1.17)=,662,5584,5640,5622,17552
(-24.26;13.62)=,662,4692,5412,5569,5245
(-24.26;26.06)=,662,662,662,662,662
 11/17 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,343,343,343,343,343
(-24.26;-11.27)=,4179,2922,2923,2923,343
(-24.26;1.17)=,343,2918,2947,2938,9935
(-24.26;13.62)=,343,2425,2823,2909,2556
(-24.26;26.06)=,343,343,343,343,343
 11/17 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,41,41,41,41,41
(-24.26;-11.27)=,511,353,353,353,41
(-24.26;1.17)=,41,352,356,355,1277
(-24.26;13.62)=,41,291,340,351,291
(-24.26;26.06)=,41,41,41,41,41
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/18 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,157,157,157,157,157
(-24.26;-11.27)=,1793,1317,1316,1316,157
(-24.26;1.17)=,157,1315,1329,1324,4390
(-24.26;13.62)=,157,1108,1275,1312,1129
(-24.26;26.06)=,157,157,157,157,157
 11/18 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,652,652,652,652,652
(-24.26;-11.27)=,5896,4595,4571,4520,652
(-24.26;1.17)=,652,4782,4782,4646,11478
(-24.26;13.62)=,652,4163,4654,4827,5025
(-24.26;26.06)=,652,652,652,652,652
 11/18 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1373,1373,1373,1373,1373
(-24.26;-11.27)=,7554,6369,6267,6068,1373
(-24.26;1.17)=,1373,8224,8163,7512,11484
(-24.26;13.62)=,1373,7434,8052,8105,9640
(-24.26;26.06)=,1373,1373,1373,1373,1373
 11/18 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1659,1659,1659,1659,1659
(-24.26;-11.27)=,9009,7367,7231,6988,1659
(-24.26;1.17)=,1659,10639,10752,10157,12711
(-24.26;13.62)=,1659,9698,10409,10325,11427
(-24.26;26.06)=,1659,1659,1659,1659,1659
 11/18 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1575,1575,1575,1575,1575
(-24.26;-11.27)=,10629,7482,7340,7103,1575
(-24.26;1.17)=,1575,10520,10681,10210,13146
(-24.26;13.62)=,1575,9635,10332,10476,10060
(-24.26;26.06)=,1575,1575,1575,1575,1575
 11/18 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1159,1159,1159,1159,1159
(-24.26;-11.27)=,8604,7743,6177,6005,1159
(-24.26;1.17)=,1159,7088,7966,7778,11327
(-24.26;13.62)=,1159,7633,7647,7773,8091
(-24.26;26.06)=,1159,1159,1159,1159,1159
 11/18 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,529,529,529,529,529
(-24.26;-11.27)=,4484,4160,3757,3684,529
(-24.26;1.17)=,529,3742,4033,4004,7346
(-24.26;13.62)=,529,3543,3826,3938,4318
(-24.26;26.06)=,529,529,529,529,529
 11/18 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,63,63,63,63,63
(-24.26;-11.27)=,660,516,518,513,63
(-24.26;1.17)=,63,515,525,523,1290
(-24.26;13.62)=,63,430,499,515,519
(-24.26;26.06)=,63,63,63,63,63
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/19 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,114,114,114,114,114
(-24.26;-11.27)=,1272,949,952,947,114
(-24.26;1.17)=,114,948,962,958,2885
(-24.26;13.62)=,114,790,918,947,866
(-24.26;26.06)=,114,114,114,114,114
 11/19 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,315,315,315,315,315
(-24.26;-11.27)=,3700,2666,2664,2664,315
(-24.26;1.17)=,315,2662,2688,2679,9324
(-24.26;13.62)=,315,2232,2580,2656,2223
(-24.26;26.06)=,315,315,315,315,315
 11/19 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,537,537,537,537,537
(-24.26;-11.27)=,6227,4527,4523,4518,537
(-24.26;1.17)=,537,4521,4564,4549,15127
(-24.26;13.62)=,537,3809,4385,4511,3947
(-24.26;26.06)=,537,537,537,537,537
 11/19 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,565,565,565,565,565
(-24.26;-11.27)=,6651,4781,4777,4773,565
(-24.26;1.17)=,565,4775,4820,4804,16137
(-24.26;13.62)=,565,4013,4630,4763,4198
(-24.26;26.06)=,565,565,565,565,565
 11/19 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,434,434,434,434,434
(-24.26;-11.27)=,5247,3696,3693,3694,434
(-24.26;1.17)=,434,3689,3724,3712,13116
(-24.26;13.62)=,434,3077,3574,3680,3132
(-24.26;26.06)=,434,434,434,434,434
 11/19 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,322,322,322,322,322
(-24.26;-11.27)=,3958,2757,2756,2759,322
(-24.26;1.17)=,322,2752,2778,2770,10029
(-24.26;13.62)=,322,2285,2664,2745,2283
(-24.26;26.06)=,322,322,322,322,322
 11/19 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,163,163,163,163,163
(-24.26;-11.27)=,2029,1400,1399,1401,163
(-24.26;1.17)=,163,1397,1410,1406,5275
(-24.26;13.62)=,163,1154,1351,1393,1115
(-24.26;26.06)=,163,163,163,163,163
 11/19 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,19,19,19,19,19
(-24.26;-11.27)=,234,160,160,161,19
(-24.26;1.17)=,19,160,162,161,622
(-24.26;13.62)=,19,132,155,160,124
(-24.26;26.06)=,19,19,19,19,19
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/20 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,42,42,42,42,42
(-24.26;-11.27)=,530,365,364,365,42
(-24.26;1.17)=,42,364,367,366,1416
(-24.26;13.62)=,42,300,352,363,281
(-24.26;26.06)=,42,42,42,42,42
 11/20 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,155,155,155,155,155
(-24.26;-11.27)=,1913,1331,1330,1332,155
(-24.26;1.17)=,155,1328,1341,1337,5062
(-24.26;13.62)=,155,1101,1286,1325,1042
(-24.26;26.06)=,155,155,155,155,155
 11/20 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,320,320,320,320,320
(-24.26;-11.27)=,3877,2732,2729,2732,320
(-24.26;1.17)=,320,2726,2752,2743,9980
(-24.26;13.62)=,320,2271,2641,2720,2223
(-24.26;26.06)=,320,320,320,320,320
 11/20 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,414,414,414,414,414
(-24.26;-11.27)=,4991,3526,3523,3525,414
(-24.26;1.17)=,414,3520,3553,3541,12611
(-24.26;13.62)=,414,2938,3410,3511,2949
(-24.26;26.06)=,414,414,414,414,414
 11/20 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,407,407,407,407,407
(-24.26;-11.27)=,4938,3471,3469,3470,407
(-24.26;1.17)=,407,3465,3497,3486,12415
(-24.26;13.62)=,407,2887,3356,3456,2920
(-24.26;26.06)=,407,407,407,407,407
 11/20 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,309,309,309,309,309
(-24.26;-11.27)=,3799,2645,2644,2647,309
(-24.26;1.17)=,309,2640,2665,2657,9645
(-24.26;13.62)=,309,2191,2556,2633,2185
(-24.26;26.06)=,309,309,309,309,309
 11/20 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,152,152,152,152,152
(-24.26;-11.27)=,1896,1307,1306,1308,152
(-24.26;1.17)=,152,1304,1316,1312,4943
(-24.26;13.62)=,152,1077,1261,1300,1037
(-24.26;26.06)=,152,152,152,152,152
 11/20 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,18,18,18,18,18
(-24.26;-11.27)=,222,153,153,153,18
(-24.26;1.17)=,18,152,154,153,592
(-24.26;13.62)=,18,126,147,152,118
(-24.26;26.06)=,18,18,18,18,18
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/21 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,99,99,99,99,99
(-24.26;-11.27)=,938,767,763,756,99
(-24.26;1.17)=,99,769,779,781,1977
(-24.26;13.62)=,99,655,744,762,871
(-24.26;26.06)=,99,99,99,99,99
 11/21 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,586,586,586,586,586
(-24.26;-11.27)=,5005,4120,4090,4028,586
(-24.26;1.17)=,586,4251,4270,4188,9075
(-24.26;13.62)=,586,3701,4129,4264,4904
(-24.26;26.06)=,586,586,586,586,586
 11/21 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1171,1171,1171,1171,1171
(-24.26;-11.27)=,9791,7976,7930,7825,1171
(-24.26;1.17)=,1171,8602,8653,8426,18571
(-24.26;13.62)=,1171,7563,8390,8533,9168
(-24.26;26.06)=,1171,1171,1171,1171,1171
 11/21 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1489,1489,1489,1489,1489
(-24.26;-11.27)=,8626,7211,7079,6842,1489
(-24.26;1.17)=,1489,9782,9889,9416,12360
(-24.26;13.62)=,1489,8875,9558,9538,10625
(-24.26;26.06)=,1489,1489,1489,1489,1489
 11/21 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1424,1424,1424,1424,1424
(-24.26;-11.27)=,9776,7243,7105,6874,1424
(-24.26;1.17)=,1424,9660,9806,9421,12534
(-24.26;13.62)=,1424,8802,9471,9617,9609
(-24.26;26.06)=,1424,1424,1424,1424,1424
 11/21 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1025,1025,1025,1025,1025
(-24.26;-11.27)=,8002,7123,6035,5883,1025
(-24.26;1.17)=,1025,6673,7306,7167,11385
(-24.26;13.62)=,1025,6799,7003,7139,7637
(-24.26;26.06)=,1025,1025,1025,1025,1025
 11/21 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,472,472,472,472,472
(-24.26;-11.27)=,4131,3731,3461,3397,472
(-24.26;1.17)=,472,3447,3661,3638,6944
(-24.26;13.62)=,472,3171,3475,3579,3918
(-24.26;26.06)=,472,472,472,472,472
 11/21 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,51,51,51,51,51
(-24.26;-11.27)=,525,411,413,409,51
(-24.26;1.17)=,51,411,418,417,1024
(-24.26;13.62)=,51,343,397,411,414
(-24.26;26.06)=,51,51,51,51,51
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/22 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,95,95,95,95,95
(-24.26;-11.27)=,1060,792,794,791,95
(-24.26;1.17)=,95,791,803,800,2415
(-24.26;13.62)=,95,660,766,790,721
(-24.26;26.06)=,95,95,95,95,95
 11/22 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,289,289,289,289,289
(-24.26;-11.27)=,3383,2445,2442,2442,289
(-24.26;1.17)=,289,2441,2464,2456,8488
(-24.26;13.62)=,289,2048,2366,2435,2049
(-24.26;26.06)=,289,289,289,289,289
 11/22 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,578,578,578,578,578
(-24.26;-11.27)=,6587,4849,4845,4837,578
(-24.26;1.17)=,578,4845,4892,4874,15586
(-24.26;13.62)=,578,4101,4702,4835,4348
(-24.26;26.06)=,578,578,578,578,578
 11/22 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,757,757,757,757,757
(-24.26;-11.27)=,8578,6330,6324,6308,757
(-24.26;1.17)=,757,6333,6394,6370,19393
(-24.26;13.62)=,757,5380,6151,6319,5983
(-24.26;26.06)=,757,757,757,757,757
 11/22 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,751,751,751,751,751
(-24.26;-11.27)=,8633,6295,6292,6277,751
(-24.26;1.17)=,751,6298,6358,6336,19201
(-24.26;13.62)=,751,5332,6112,6283,6043
(-24.26;26.06)=,751,751,751,751,751
 11/22 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,562,562,562,562,562
(-24.26;-11.27)=,6653,4755,4755,4748,562
(-24.26;1.17)=,562,4750,4796,4781,15113
(-24.26;13.62)=,562,3986,4602,4737,4423
(-24.26;26.06)=,562,562,562,562,562
 11/22 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,266,266,266,266,266
(-24.26;-11.27)=,3244,2264,2265,2265,266
(-24.26;1.17)=,266,2261,2283,2276,7822
(-24.26;13.62)=,266,1877,2187,2254,1954
(-24.26;26.06)=,266,266,266,266,266
 11/22 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
